,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61
489,-1,4.0,1.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,
490,-1,3.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,4.0,
491,-1,2.0,2.0,1.0,4.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,
492,1,4.0,3.0,1.0,1.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,1.0,4.0,4.0,3.0,2.0,1.0,4.0,4.0,4.0,1.0,2.0,4.0,4.0,3.0,2.0,1.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,1.0,4.0,4.0,3.0,2.0,1.0,4.0,4.0,3.0,3.0,1.0,2.0,
493,-1,2.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,
494,1,4.0,3.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,3.0,1.0,
495,-1,1.0,4.0,2.0,3.0,1.0,4.0,2.0,4.0,1.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,1.0,3.0,1.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,1.0,3.0,4.0,2.0,
496,1,3.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,1.0,3.0,1.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,4.0,4.0,
497,1,4.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,4.0,1.0,4.0,2.0,1.0,4.0,1.0,1.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,3.0,
498,1,2.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,
499,-1,3.0,1.0,2.0,3.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,1.0,4.0,3.0,2.0,1.0,3.0,3.0,1.0,4.0,2.0,2.0,4.0,3.0,1.0,4.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,
500,-1,4.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,4.0,3.0,1.0,4.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,4.0,
501,1,1.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,1.0,2.0,4.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,
502,1,4.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,1.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,4.0,4.0,
503,-1,2.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,1.0,3.0,1.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,
504,-1,2.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,
505,1,4.0,2.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,2.0,4.0,1.0,3.0,
506,-1,3.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,2.0,4.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,4.0,2.0,1.0,3.0,4.0,
507,1,1.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,1.0,4.0,3.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,1.0,4.0,4.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,
508,-1,1.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,
509,-1,2.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,
510,-1,1.0,4.0,3.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,4.0,4.0,1.0,4.0,2.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,4.0,4.0,2.0,
511,1,4.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,3.0,3.0,4.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,
512,1,4.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,3.0,1.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,1.0,3.0,1.0,4.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,
513,-1,2.0,3.0,4.0,3.0,4.0,3.0,1.0,1.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,
514,1,3.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,3.0,4.0,2.0,4.0,2.0,3.0,
515,1,4.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,1.0,3.0,1.0,3.0,2.0,4.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,4.0,1.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,
516,1,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,1.0,4.0,4.0,4.0,2.0,4.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,4.0,3.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,
517,-1,4.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,
518,1,4.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,1.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,4.0,3.0,1.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,4.0,2.0,
519,-1,1.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,4.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,4.0,4.0,2.0,3.0,
520,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,4.0,1.0,3.0,1.0,3.0,3.0,1.0,4.0,1.0,3.0,4.0,4.0,4.0,1.0,
521,-1,4.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,
522,1,1.0,3.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,
523,1,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,
524,1,4.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,1.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,3.0,4.0,
525,-1,3.0,3.0,3.0,4.0,2.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,4.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,3.0,2.0,
526,1,1.0,4.0,1.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,4.0,2.0,1.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,
527,1,3.0,1.0,3.0,1.0,1.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,1.0,4.0,2.0,4.0,3.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,1.0,
528,1,2.0,4.0,2.0,1.0,1.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,4.0,1.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,4.0,
529,1,3.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0,3.0,1.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,
530,-1,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,2.0,
531,1,3.0,3.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,4.0,
532,1,2.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,2.0,3.0,1.0,4.0,3.0,4.0,3.0,4.0,2.0,
533,-1,4.0,4.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,
534,-1,2.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,3.0,2.0,
535,-1,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,
536,-1,4.0,3.0,2.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,1.0,4.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,
537,1,1.0,1.0,1.0,4.0,2.0,3.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,4.0,4.0,1.0,
538,1,2.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,4.0,
539,-1,3.0,1.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,1.0,2.0,
540,1,4.0,4.0,2.0,3.0,1.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,4.0,3.0,1.0,3.0,4.0,3.0,4.0,3.0,
541,-1,3.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,1.0,2.0,3.0,4.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,
542,-1,4.0,4.0,3.0,1.0,4.0,2.0,1.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,3.0,1.0,4.0,3.0,4.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,
543,-1,2.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,
544,1,3.0,1.0,2.0,3.0,4.0,2.0,3.0,4.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0,
